student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score
S09419,17,Female,5.7,1.2,2.0,Yes,80.3,4.9,Fair,0,Bachelor,Poor,8,No,95.7
S12697,23,Female,2.9,3.0,0.7,Yes,90.0,5.5,Good,4,Bachelor,Good,3,No,53.1
S12401,24,Male,5.3,2.3,2.4,Yes,87.3,7.1,Good,1,High School,Average,10,Yes,100.0
S06373,21,Male,3.1,3.0,3.7,Yes,74.3,5.2,Good,0,Bachelor,Average,7,No,55.9
S05486,17,Male,2.2,2.0,0.9,Yes,92.7,6.9,Poor,5,Bachelor,Good,10,No,60.8
S17089,21,Female,2.8,0.0,2.7,No,98.1,6.9,Good,5,High School,Average,2,No,69.7
S00129,17,Male,6.1,3.1,1.8,No,85.8,7.2,Poor,1,High School,Average,5,No,88.6
S01844,20,Female,4.2,2.6,2.6,No,61.6,6.5,Good,1,Bachelor,Average,9,Yes,63.6
S65335,22,Male,8.0,0.0,0.0,No,100.0,9.6,Good,6,Master,Good,10,Yes,21.9
S17868,21,Male,4.5,1.6,2.0,No,83.1,4.0,Fair,2,Master,Poor,8,No,76.7
S13472,22,Female,5.9,1.4,3.4,No,82.7,7.0,Good,5,High School,Poor,1,No,86.9
S00560,23,Female,5.5,3.2,2.7,No,89.5,5.9,Good,4,,Poor,1,No,75.0
S05443,24,Male,3.6,2.7,4.0,No,84.7,6.8,Poor,6,High School,Good,5,No,67.8
S07211,23,Male,1.0,2.0,1.6,No,75.8,8.4,Fair,0,High School,Good,5,No,37.8
S11397,23,Male,3.1,4.2,0.5,No,76.0,6.0,Good,4,Bachelor,Average,2,No,55.6
S19520,20,Male,1.1,3.9,2.2,No,89.6,4.7,Good,3,Bachelor,Poor,6,No,29.4
S15416,17,Female,4.7,3.8,1.5,No,88.8,6.8,Good,3,Bachelor,Good,10,Yes,88.7
S02228,19,Female,2.8,1.3,2.4,No,67.6,6.1,Fair,0,High School,Good,2,No,54.7
S11265,18,Female,4.0,1.9,0.0,No,68.7,6.2,Fair,3,Bachelor,Good,4,No,74.3
S14818,24,Male,2.5,1.1,2.9,No,92.9,7.7,Good,2,High School,Good,4,Yes,55.8
S02898,19,Male,3.9,2.0,1.5,Yes,88.3,5.9,Fair,3,,Poor,1,No,75.2
S03718,21,Other,5.3,4.0,1.3,Yes,87.7,6.6,Fair,4,Bachelor,Good,5,No,96.5
S18501,20,Female,0.5,2.9,1.6,No,100.0,5.1,Fair,6,High School,Good,8,No,43.3
S10388,23,Male,4.6,3.3,0.3,No,77.9,4.3,Fair,5,High School,Poor,8,Yes,85.6
S06259,20,Female,5.0,3.2,2.7,No,73.3,4.9,Fair,5,High School,Poor,8,No,80.2
S15239,21,Other,1.8,3.5,4.3,No,86.1,4.7,Fair,3,,Good,4,No,42.3
S18376,19,Male,3.6,1.6,2.0,Yes,87.4,8.3,Good,0,Bachelor,Average,10,No,81.6
S12463,21,Female,3.2,1.5,1.7,No,84.4,4.8,Good,2,,Poor,7,Yes,66.7
S01012,24,Male,4.2,1.9,0.7,No,92.0,6.3,Poor,2,Bachelor,Poor,5,No,76.3
S10046,20,Male,3.3,2.0,1.6,No,91.1,8.5,Poor,3,High School,Average,6,No,61.9
S08294,23,Male,5.1,1.7,2.5,No,92.3,6.4,Fair,5,Master,Poor,6,No,84.6
S00203,19,Female,4.0,1.6,1.3,No,94.7,6.6,Fair,0,Bachelor,Good,8,No,83.6
S15578,18,Male,5.3,4.5,0.9,No,97.2,7.7,Fair,5,High School,Good,5,Yes,91.8
S05982,19,Male,4.1,1.1,3.7,No,80.2,6.9,Poor,0,,Good,1,No,54.2
S18099,22,Female,3.7,2.0,1.8,No,94.4,7.5,Fair,2,Bachelor,Average,8,Yes,90.7
S12844,21,Female,2.3,1.2,4.3,No,85.3,4.1,Fair,2,Bachelor,Average,4,Yes,50.4
S14007,24,Female,2.5,2.1,1.1,No,67.5,4.8,Good,2,Master,Good,10,Yes,81.0
S00891,22,Female,2.9,1.5,1.3,No,83.3,8.1,Good,0,High School,Average,5,No,65.1
S05061,21,Female,2.6,2.8,3.1,Yes,85.4,6.3,Poor,2,Bachelor,Average,7,No,60.3
S17752,21,Female,1.8,3.2,1.7,No,83.3,6.3,Good,6,High School,Good,7,No,50.7
S19053,22,Male,3.6,3.1,2.1,No,93.8,6.5,Good,5,Master,Average,1,Yes,61.8
S14257,21,Female,4.8,3.3,2.3,No,82.3,4.9,Fair,1,,Average,6,No,64.0
S18284,23,Female,0.0,0.8,2.8,No,83.7,4.5,Good,3,High School,Good,6,Yes,33.4
S17503,22,Female,4.5,4.0,1.6,No,89.4,7.0,Poor,1,High School,Average,6,Yes,66.0
S25480,21,Other,-8.8,-0.8,-2.1,No,93.4,-0.4,Poor,5,Bachelor,Average,7,Yes,83.4
S11145,21,Male,6.3,2.4,0.8,No,85.8,5.6,Good,2,High School,Average,10,No,100.0
S12883,19,Female,4.2,2.6,2.4,No,100.0,7.8,Poor,4,Bachelor,Poor,4,Yes,73.2
S13397,21,Female,3.3,3.1,2.9,No,89.2,7.7,Fair,5,Bachelor,Average,6,No,71.2
S14606,23,Male,2.1,2.7,2.9,Yes,72.0,7.9,Fair,2,Master,Good,5,Yes,45.4
S01283,20,Female,4.6,2.2,1.3,No,83.9,6.5,Poor,5,Bachelor,Good,7,No,96.9
S19909,17,Male,2.2,2.8,2.0,No,92.1,6.1,Fair,4,,Average,5,No,58.9
S06365,24,Female,2.7,2.1,1.9,No,75.4,7.5,Good,6,High School,Average,1,No,46.4
S13723,19,Male,5.9,2.3,1.6,No,82.3,5.9,Fair,1,Bachelor,Good,3,No,89.2
S01295,21,Male,3.4,1.5,2.6,Yes,100.0,7.1,Fair,0,High School,Good,4,Yes,73.4
S06283,19,Female,2.8,1.4,0.1,No,90.8,6.2,Fair,0,High School,Average,8,No,69.8
S67964,23,male,7.5,5.3,0.5,maybe,73.9,5.4,3,1,high school,,6,False,69.7
S19530,21,Female,1.4,3.0,3.4,No,98.3,6.2,Poor,3,Bachelor,Average,8,Yes,37.9
S16348,20,Male,5.4,4.7,2.3,No,90.5,7.4,Good,2,High School,Average,4,Yes,79.1
S08529,18,Female,4.8,3.0,1.4,No,75.0,8.2,Poor,3,Master,Good,10,No,85.0
S15104,21,Male,5.3,3.2,2.1,No,71.1,6.3,Fair,0,Bachelor,Average,5,Yes,83.4
S13887,22,Male,2.4,4.9,1.0,No,83.7,6.9,Good,0,High School,Good,5,No,58.0
S12001,21,Female,4.3,2.1,3.2,No,72.8,7.2,Good,0,High School,Average,6,No,72.9
S08948,21,Male,3.8,1.4,1.5,No,98.7,5.2,Good,3,Bachelor,Poor,6,Yes,82.6
S17862,22,Male,6.6,2.3,0.0,No,80.3,5.6,Good,4,Bachelor,Good,3,No,96.0
S01118,21,Female,2.1,5.1,2.4,No,83.3,8.3,Good,6,,Poor,5,No,51.9
S00471,24,Female,4.0,2.5,0.9,No,91.9,6.8,Good,3,Bachelor,Average,3,No,58.0
S09116,21,Female,5.7,1.6,4.2,No,100.0,8.5,Good,3,Master,Poor,3,No,90.3
S14819,18,Other,3.1,2.7,3.5,No,77.6,5.7,Fair,2,High School,Good,6,Yes,62.8
S01916,17,Female,4.5,2.9,4.6,No,88.6,5.9,Fair,2,Bachelor,Good,4,Yes,78.6
S11863,21,Female,3.8,3.1,0.6,No,75.9,6.3,Good,4,Master,Average,7,No,83.0
S00027,22,Female,4.3,7.0,2.5,Yes,96.4,7.7,Fair,4,Bachelor,Good,4,No,78.2
S12805,24,Male,4.3,2.3,1.8,No,72.0,6.7,Poor,4,,Average,1,Yes,75.7
S52355,,,,,,,,,,,,,,,
S11972,20,Male,4.3,2.4,1.7,No,100.0,5.8,Fair,0,High School,Average,4,No,73.7
S61921,20,Female,26.9,63.9,59.1,No,193.2,44.0,Good,50,Bachelor,Poor,100,No,60.6
S08884,18,Male,1.8,3.8,4.1,Yes,77.7,8.1,Fair,0,High School,Poor,5,Yes,46.7
S16464,24,Female,7.0,2.3,0.0,No,68.5,4.9,Fair,5,High School,Average,6,No,100.0
S53722,18,Other,,,,No,66.2,4.2,,6,Bachelor,Average,,,31.0
S01900,23,Male,3.7,3.4,1.7,Yes,79.4,7.0,Poor,3,Bachelor,Average,10,No,75.1
S07862,17,Male,6.2,3.9,1.9,No,84.1,5.2,Poor,6,,Good,2,No,92.2
S08563,20,Male,4.0,1.9,1.7,No,92.9,5.5,Fair,3,Bachelor,Good,5,No,78.3
S14311,24,Other,5.1,5.1,1.6,No,85.6,7.7,Fair,4,Master,Good,10,No,87.1
S64001,23,man,4.4,6.6,4.0,n,68.5,6.8,1,1,college,medium,3,part time,74.5
S18544,23,Female,3.1,0.0,3.6,No,75.6,6.2,Poor,2,Bachelor,Good,5,No,70.6
S05765,20,Male,5.0,1.9,1.7,Yes,85.8,5.8,Poor,2,Master,Good,4,Yes,80.7
S19159,21,Male,2.5,1.8,0.2,No,77.9,4.9,Fair,3,High School,Good,6,No,60.5
S16337,21,Male,4.4,3.2,1.0,No,82.2,8.2,Good,5,Bachelor,Average,6,Yes,83.0
S04827,22,Female,0.9,2.9,1.3,No,94.0,7.1,Fair,3,High School,Average,1,No,34.8
S05725,17,Male,4.3,2.9,2.4,No,81.7,5.7,Poor,3,High School,Good,4,Yes,70.9
S10967,20,Female,4.0,1.0,3.6,No,81.4,5.5,Poor,0,Bachelor,Good,4,No,69.8
S04593,18,Female,2.2,3.8,2.1,No,87.6,7.4,Good,3,Bachelor,Average,8,Yes,65.4
S05265,23,Male,6.0,0.6,0.8,No,80.0,6.4,Poor,5,Bachelor,Average,8,No,100.0
S16134,19,Male,3.3,3.7,0.6,No,84.0,7.0,Fair,5,High School,Good,6,No,72.7
S06562,18,Female,3.4,3.8,1.4,No,81.4,6.9,Poor,2,High School,Average,10,No,79.2
S02351,23,Male,3.1,4.0,0.5,No,94.7,5.9,Good,0,High School,Average,10,No,78.2
S03743,22,Female,4.0,2.8,1.7,No,92.4,6.2,Poor,6,Bachelor,Average,1,Yes,65.7
S00546,20,Female,4.0,1.5,2.1,No,95.1,5.7,Fair,6,Master,Average,4,No,70.3
S00285,22,Male,2.6,2.5,0.7,No,73.8,7.3,Poor,1,Bachelor,Average,7,No,58.4
S18305,19,Other,3.3,2.4,0.7,Yes,95.5,6.8,Good,6,Master,Average,8,No,77.1
S03582,24,Male,3.7,2.6,1.2,No,81.3,3.5,Good,1,,Poor,8,No,57.4
S16677,19,Male,3.0,2.2,1.8,Yes,96.5,6.8,Fair,6,Bachelor,Average,4,Yes,71.1
S15365,21,Male,1.0,4.1,0.4,No,75.5,6.1,Fair,2,High School,Good,5,Yes,38.2
S06652,17,Male,1.3,3.5,2.0,No,100.0,6.1,Fair,6,High School,Good,7,Yes,54.4
S18909,21,Male,4.1,1.8,1.2,No,76.3,6.3,Poor,5,Bachelor,Poor,3,Yes,69.6
S04052,20,Other,5.4,3.1,3.5,No,92.3,7.4,Fair,3,Bachelor,Poor,10,No,99.5
S18255,23,Male,4.5,0.9,2.6,No,80.2,6.4,Good,2,,Average,7,Yes,82.9
S15957,19,Male,3.3,2.9,3.3,No,70.7,8.2,Fair,1,Master,Good,5,Yes,52.6
S04105,22,Female,4.4,1.6,1.5,No,92.4,6.8,Fair,1,,Good,5,No,86.6
S18883,21,Female,5.9,2.9,1.9,No,90.1,8.7,Fair,2,Bachelor,Good,5,Yes,87.0
S19118,22,Male,4.1,4.0,0.0,Yes,81.5,5.1,Poor,4,Bachelor,Average,6,Yes,66.9
S15315,19,Male,4.6,3.0,2.7,No,79.1,6.1,Poor,3,High School,Average,4,No,69.1
S05848,21,Male,5.1,1.6,1.3,No,92.5,7.1,Fair,1,High School,Average,8,No,100.0
S04178,19,Male,6.2,3.3,1.7,Yes,79.8,6.3,Poor,6,Bachelor,Average,2,Yes,86.8
S14005,21,Female,3.5,2.5,1.7,Yes,79.1,5.6,Fair,5,High School,Good,5,Yes,70.1
S15710,18,Female,4.2,0.0,0.7,No,94.5,6.3,Poor,4,Master,Average,3,No,81.4
S02063,18,Female,4.4,3.4,2.4,No,94.2,5.4,Fair,5,Bachelor,Good,3,No,66.5
S18517,19,Female,1.1,2.3,0.8,Yes,75.8,6.8,Fair,3,Bachelor,Poor,8,No,53.2
S01737,22,Male,2.7,2.0,2.6,No,92.8,6.4,Good,3,Bachelor,Good,7,Yes,71.9
S11993,21,Male,4.8,4.8,0.0,No,87.7,6.4,Fair,3,Master,Average,1,Yes,74.4
S02033,21,Male,1.9,0.0,2.9,No,82.8,8.4,Good,5,High School,Average,4,No,57.7
S05993,24,Female,3.8,2.4,2.5,No,89.1,5.2,Poor,0,Bachelor,Average,1,Yes,56.4
S08762,19,Male,3.8,2.6,1.0,Yes,94.8,7.2,Fair,3,Bachelor,Good,5,Yes,77.0
S14699,21,Male,4.0,2.1,1.8,No,80.3,7.1,Fair,0,,Average,6,Yes,73.6
S15777,20,Male,3.5,2.3,2.9,No,81.8,6.0,Fair,3,Bachelor,Poor,5,No,79.8
S08399,21,Male,0.9,0.5,3.0,No,77.9,6.8,Fair,3,High School,Good,9,Yes,56.9
S11925,20,Female,5.2,3.4,0.0,No,100.0,7.9,Poor,2,High School,Average,5,Yes,87.8
S14817,24,Male,3.5,0.8,0.6,Yes,78.5,7.1,Poor,2,High School,Average,4,Yes,82.2
S12608,21,Male,4.1,1.6,3.4,No,83.6,6.7,Fair,4,Bachelor,Poor,1,No,68.2
S05860,21,Male,3.4,1.5,1.3,No,84.7,7.1,Fair,1,High School,Average,4,No,66.6
S00636,22,Male,2.1,2.6,1.9,Yes,73.9,7.7,Good,6,High School,Good,5,No,57.1
S09519,24,Female,4.1,2.0,2.0,No,79.9,6.8,Poor,2,High School,Good,7,No,76.0
S14237,22,Female,4.6,2.0,2.8,No,81.5,7.3,Fair,0,,Average,7,No,74.7
S87598,17,0,7.6,2.0,4.9,YES,68.3,5.3,,0,BACHELOR,1,9,maybe,73.9
S11611,18,Male,4.9,2.7,3.0,No,100.0,6.4,Fair,4,Bachelor,Average,2,Yes,76.8
S18561,19,Male,1.5,2.7,3.4,Yes,73.5,6.3,Good,3,Bachelor,Average,8,No,43.9
S03770,20,Male,1.4,4.0,2.1,No,95.0,8.1,Fair,6,High School,Good,4,No,46.3
S13368,18,Male,3.5,1.5,0.4,No,84.9,5.1,Fair,2,High School,Average,10,No,72.1
S05224,23,Male,5.1,3.6,1.1,No,92.0,7.5,Fair,4,High School,Poor,5,No,90.7
S09131,24,Male,3.6,2.6,1.4,No,78.6,6.1,Fair,2,Bachelor,Average,6,Yes,69.2
S37289,true,Male,---,??,unknown,Yes,na,true,Good,TBD,Master,Good, ,Yes,false
S01434,20,Female,8.3,2.4,1.4,No,85.9,6.1,Good,3,High School,Poor,9,No,100.0
S17370,22,Female,4.7,3.3,1.9,Yes,87.3,6.6,Poor,1,Master,Average,4,No,72.0
S01981,24,Male,3.6,1.5,1.1,No,100.0,7.8,Fair,5,Master,Good,3,No,61.7
S03845,19,Male,2.0,2.8,0.3,Yes,74.2,5.6,Good,4,High School,Good,9,Yes,65.2
S17476,17,Male,4.1,3.8,1.7,No,82.3,7.5,Poor,4,Master,Good,1,Yes,69.6
S15447,21,Female,4.8,4.0,2.0,No,87.9,6.1,Fair,3,High School,Average,5,No,81.7
S18424,22,Female,5.0,4.2,2.1,No,98.8,7.9,Fair,5,Bachelor,Good,3,No,73.8
S05020,21,Male,2.2,3.1,0.0,No,85.9,6.0,Fair,6,,Poor,1,No,48.1
INVALID,0,male,,4.5,-5,NO,-50,48,okay,daily,none,5G,-5,y,
S10328,19,Female,5.3,2.5,0.0,No,70.0,4.1,Good,4,,Poor,5,No,87.4
S18792,18,Male,2.7,1.5,2.0,No,82.1,8.4,Good,1,Bachelor,Average,5,Yes,55.9
S04699,18,Female,4.9,3.1,1.9,No,64.8,7.2,Poor,4,High School,Poor,2,Yes,76.3
S01224,21,Male,1.3,2.7,2.1,No,99.6,4.6,Poor,2,High School,Poor,8,Yes,39.0
S11370,23,Female,4.6,2.8,2.5,No,92.6,7.0,Poor,6,High School,Average,5,No,88.4
S14529,24,Female,4.0,2.2,0.7,No,85.6,6.5,Fair,5,High School,Good,10,No,93.6
S19959,22,Female,3.2,2.2,1.7,No,82.7,7.4,Fair,0,High School,Good,10,No,70.9
S10226,21,Male,2.6,1.5,2.5,No,62.3,5.7,Good,4,Bachelor,Average,7,No,52.3
INVALID,150,,#REF!,1.6,999,1,999,-1,great,50,PHD,wifi,,YES,999
S09786,19,Female,4.1,3.6,2.9,No,90.5,8.7,Poor,4,High School,Average,4,Yes,74.4
S20903,24,Female,,6.0,4.1,Yes,82.3,8.4,,,Bachelor,,,,46.0
S15593,17,Female,5.9,1.8,1.3,Yes,90.8,9.4,Good,4,High School,Average,2,No,86.7
S19853,20,Male,1.8,2.7,1.9,No,92.7,6.3,Fair,2,Master,Average,6,Yes,62.2
S11335,21,Female,3.6,2.3,2.8,No,77.3,3.7,Good,2,Master,Good,7,Yes,71.0
S01660,21,Female,5.5,2.6,1.9,No,70.9,6.0,Fair,2,,Good,3,Yes,81.3
S10438,23,Female,3.2,2.1,1.8,No,82.7,6.0,Fair,3,Bachelor,Average,9,No,71.1
S10327,17,Male,6.3,2.4,1.9,No,73.2,7.0,Fair,6,Master,Good,10,No,99.5
S00894,22,Female,4.0,3.1,2.4,No,59.5,8.1,Fair,2,Bachelor,Average,8,No,71.1
S15866,17,Male,5.2,1.6,1.3,No,72.2,5.5,Fair,4,High School,Good,2,No,92.1
S02435,21,Female,1.1,3.0,1.7,No,83.5,8.0,Fair,2,High School,Good,5,No,54.3
S10223,18,Female,2.6,1.9,0.0,No,85.9,8.4,Fair,3,High School,Average,10,Yes,79.3
S00622,17,Female,3.1,4.2,3.5,No,83.8,5.3,Poor,0,,Good,1,No,45.3
S10970,18,Male,2.7,3.4,2.4,No,80.8,8.8,Good,1,Master,Average,7,Yes,63.5
S16426,23,Female,3.2,4.4,2.6,Yes,99.5,5.4,Fair,6,Master,Poor,7,No,71.3
S13894,19,Female,2.6,1.5,1.9,Yes,87.2,5.9,Fair,1,,Good,2,No,56.7
S17315,20,Male,3.4,3.3,1.5,No,82.7,6.1,Poor,3,Bachelor,Average,1,No,59.4
S13256,23,Female,2.5,3.1,1.4,No,92.2,7.6,Good,1,,Good,3,Yes,61.3
S03509,23,Other,1.1,2.0,1.6,No,90.6,5.7,Poor,1,High School,Poor,2,Yes,35.7
S08377,20,Female,1.5,3.3,3.1,No,85.0,8.8,Fair,4,High School,Poor,7,No,52.0
S12968,20,Male,0.0,2.3,3.2,No,93.2,4.7,Fair,1,High School,Poor,7,Yes,30.7
S15460,18,Male,3.2,3.2,2.4,No,85.9,6.3,Good,5,High School,Average,5,No,59.3
S03612,20,Male,4.4,2.4,1.7,No,68.2,6.4,Fair,4,Bachelor,Poor,1,Yes,76.2
S14182,20,Female,3.3,1.9,2.3,No,90.4,4.9,Good,3,,Average,3,Yes,57.2
S13917,20,Female,3.3,1.6,2.2,Yes,90.9,6.5,Fair,0,Bachelor,Poor,4,No,66.5
S15105,17,Male,2.4,4.0,0.4,No,100.0,7.5,Fair,5,Master,Poor,6,No,64.7
S99749,19,Male,-10.1,-13.1,-8.7,Yes,89.7,-3.3,Fair,6,Master,Average,2,No,61.1
S14541,20,Male,2.5,2.1,2.3,Yes,76.2,4.3,Poor,0,Master,Average,7,No,51.7
S19105,23,Female,4.3,0.1,2.9,No,83.4,6.7,Fair,1,High School,Good,8,No,90.8
S02472,20,Male,5.0,2.7,0.5,No,79.0,4.7,Fair,3,,Good,8,No,95.3
S06906,17,Female,3.1,3.2,2.2,No,100.0,7.7,Good,1,,Good,4,No,63.7
S10249,20,Male,6.0,3.9,2.5,No,93.9,6.0,Good,5,High School,Average,2,Yes,86.8
S19387,23,Male,3.1,2.9,2.5,No,91.8,5.2,Fair,5,Master,Good,6,No,60.5
S11252,21,Male,4.8,0.0,1.2,No,91.4,5.1,Fair,3,,Average,7,Yes,88.6
S07635,17,Male,1.9,2.1,1.4,No,83.3,7.5,Good,3,High School,Average,8,No,63.9
S16385,20,Male,1.3,3.0,3.0,No,98.1,6.5,Fair,0,High School,Average,5,No,44.2
S07450,20,Male,5.6,2.2,1.4,Yes,85.6,6.4,Good,4,Master,Poor,7,No,97.9
S17934,22,Female,2.7,1.5,2.0,No,80.1,7.0,Poor,3,Master,Average,6,Yes,59.1
S12969,24,Male,3.2,2.5,1.6,No,81.0,7.2,Good,5,Master,Average,6,No,68.3
S04104,20,Female,3.3,2.4,1.3,No,75.7,6.8,Fair,3,High School,Good,4,No,66.6
S15317,21,Male,2.6,0.8,2.8,No,80.7,6.3,Good,1,Bachelor,Poor,3,No,64.6
S13554,19,Male,2.4,3.5,2.5,No,95.8,6.1,Good,3,High School,Good,10,No,71.3
S15220,21,Male,3.1,1.0,0.2,No,89.7,6.5,Poor,4,High School,Poor,7,No,69.8
S05005,22,Male,3.6,0.8,1.0,No,77.0,6.1,Fair,1,Bachelor,Good,5,No,75.3
S08093,23,Male,3.5,1.8,2.8,No,66.1,4.4,Fair,2,High School,Good,2,No,59.3
S11832,19,Female,3.4,2.6,0.8,No,84.5,9.8,Good,1,High School,Poor,7,No,81.6
S13138,20,Male,3.6,2.8,0.0,No,100.0,6.9,Fair,2,Bachelor,Average,4,No,69.3
S09797,17,Male,2.2,2.6,2.2,Yes,82.1,4.9,Fair,1,High School,Good,5,No,55.2
S15283,19,Female,2.3,3.2,0.0,No,77.1,7.1,Good,6,High School,Poor,7,No,52.4
S14453,21,Other,4.4,1.4,3.2,No,88.5,7.1,Fair,4,,Average,1,Yes,80.1
S03412,20,Female,1.0,4.1,2.1,No,84.5,7.9,Poor,5,High School,Good,3,Yes,31.8
S18302,24,Other,4.2,3.1,1.7,No,86.3,3.6,Poor,4,Master,Poor,6,No,65.9
S17342,24,Male,5.3,0.8,2.2,Yes,82.7,8.8,Good,2,High School,Good,6,No,88.8
S15645,21,Female,2.6,2.4,2.9,No,90.7,7.9,Fair,3,Master,Average,4,Yes,61.4
S16427,23,Female,1.4,0.8,1.2,No,87.5,7.5,Fair,3,Master,Average,3,No,40.7
S07285,21,Female,4.8,2.3,0.5,No,80.8,6.2,Fair,0,Bachelor,Good,7,No,82.3
S01430,21,Male,0.3,2.4,0.1,No,72.3,6.3,Fair,6,Bachelor,Poor,7,No,43.2
S05801,24,Female,3.1,1.7,3.3,No,82.4,5.8,Poor,2,High School,Good,6,No,67.6
S07363,19,Male,4.7,4.0,2.3,Yes,72.6,6.3,Fair,1,Master,Good,10,Yes,82.0
S18245,18,Other,2.4,0.4,0.9,No,87.9,5.2,Fair,4,High School,Poor,5,Yes,71.3
S13605,21,Male,4.8,1.8,2.3,No,84.1,7.0,Poor,5,,Average,10,No,100.0
S15360,23,Female,6.3,3.6,2.0,Yes,94.4,6.6,Fair,2,High School,Good,2,No,83.4
S10110,18,Female,3.7,4.0,1.3,Yes,100.0,4.9,Fair,1,High School,Good,5,No,61.2
S55302,TBD,Male,none,MISSING,na,Yes,,00:00:00,Fair,#VALUE!,Master,Good, ,No,xyz123
S18252,20,Male,5.3,1.0,1.5,No,80.4,5.0,Good,4,High School,Good,4,No,85.2
S16360,18,Male,4.5,2.2,1.2,No,85.8,7.4,Good,1,,Average,10,No,89.5
S12812,20,Male,4.5,2.0,1.6,No,82.0,5.8,Poor,4,,Average,7,Yes,79.9
S09715,22,Male,2.0,0.6,0.3,Yes,82.8,4.4,Poor,3,Bachelor,Good,5,No,63.5
S29073,24,Other,8.3,7.2,5.4,Yes,100.0,10.0,Good,6,Master,Good,10,Yes,48.9
S15523,20,Male,3.2,4.2,0.6,No,79.0,5.6,Fair,5,High School,Average,9,Yes,65.7
S19003,20,Male,4.0,0.0,1.8,No,69.3,5.5,Good,3,High School,Average,6,No,83.5
S00345,22,Female,2.9,2.3,1.8,No,79.7,6.7,Fair,2,Bachelor,Good,2,Yes,55.9
S09447,20,Female,3.6,2.3,1.3,No,84.9,8.2,Fair,0,High School,Average,5,No,60.3
S06334,20,Male,4.4,2.6,1.8,No,89.9,6.3,Fair,1,High School,Good,5,Yes,64.2
S04640,20,Female,4.0,2.5,0.5,Yes,74.3,5.5,Poor,3,High School,Poor,5,No,68.4
S68982,22,Other,-15.8,-11.6,-8.2,No,64.9,-5.1,Poor,0,High School,Average,10,Yes,48.3
S15038,19,Male,3.8,3.9,0.0,Yes,80.6,7.2,Good,3,,Average,6,No,63.4
S03850,21,Female,3.4,0.7,2.4,No,81.4,3.9,Fair,0,Bachelor,Average,3,No,67.9
S03399,20,Female,5.6,2.0,1.6,No,83.0,7.8,Fair,6,Bachelor,Good,6,No,100.0
S19355,20,Female,4.6,1.3,2.2,No,78.3,6.8,Fair,6,Bachelor,Good,10,No,93.8
S15091,24,Female,0.0,1.7,2.5,No,83.2,5.4,Good,2,High School,Average,8,No,27.9
S18870,21,Female,3.8,3.3,2.0,No,76.0,7.1,Fair,3,High School,Good,7,No,72.1
S06530,21,Male,3.8,3.0,1.5,No,91.1,5.9,Good,5,High School,Average,6,Yes,76.2
S06201,19,Female,3.7,3.8,2.0,No,82.5,7.5,Poor,2,Master,Good,7,No,76.1
S16076,19,Female,2.2,2.5,1.9,Yes,98.5,5.6,Good,5,Bachelor,Average,3,Yes,51.1
S03618,17,Female,2.8,2.5,2.8,No,83.4,6.7,Fair,0,Bachelor,Good,5,No,48.4
S15307,17,Male,5.3,2.9,1.4,No,74.6,5.5,Good,3,Bachelor,Good,2,No,70.4
S75478,21,Female,0.0,6.2,4.9,Yes,56.0,3.8,Poor,0,High School,Poor,1,No,95.8
S14488,18,Female,5.3,2.6,1.6,No,79.3,5.8,Good,4,High School,Good,6,Yes,84.6
S60601,,,,,,,,,,,,,,,
S10882,20,Male,2.2,0.0,1.5,No,70.5,6.9,Good,1,High School,Good,5,No,59.1
S14664,22,Female,2.7,3.9,3.3,No,71.6,5.3,Fair,2,High School,Average,5,Yes,47.2
S08447,20,Female,3.6,2.6,1.8,No,74.3,5.5,Fair,0,Bachelor,Good,9,No,70.0
S19217,17,Female,3.6,1.5,2.1,Yes,89.8,6.9,Good,2,Bachelor,Average,6,Yes,74.3
S18586,20,Male,2.3,4.9,1.6,No,93.5,7.5,Poor,1,High School,Good,10,No,60.8
S16573,23,Male,3.2,1.1,4.5,No,85.2,4.7,Good,3,High School,Average,7,No,53.8
S25400,24,Other,8.3,7.2,5.4,Yes,100.0,10.0,Good,6,Master,Good,10,Yes,47.8
S04632,22,Male,1.6,4.4,0.8,No,100.0,5.3,Fair,1,Bachelor,Good,8,No,58.9
S06159,20,Female,2.8,2.1,2.4,No,72.7,7.5,Good,0,High School,Good,7,No,58.0
S03929,22,Female,2.4,0.8,0.6,Yes,90.5,6.1,Fair,6,Bachelor,Poor,4,Yes,71.9
S07603,20,Male,1.8,3.5,3.3,No,82.8,7.7,Poor,6,Bachelor,Average,6,No,54.7
S13093,18,Other,5.0,2.0,2.3,No,78.9,7.9,Fair,6,Master,Average,7,No,92.9
S00155,24,Female,3.4,5.5,1.0,No,100.0,8.6,Fair,2,,Good,7,Yes,71.1
S03552,24,Female,3.2,0.9,4.0,No,100.0,5.5,Fair,6,Bachelor,Good,5,No,72.2
S13906,23,Female,3.8,1.8,1.5,No,85.9,7.5,Poor,4,Bachelor,Good,6,No,90.4
S05156,19,Female,5.5,2.7,1.4,No,86.2,5.5,Poor,4,,Average,5,No,87.5
S12842,20,Other,3.7,0.3,3.2,Yes,87.2,7.0,Poor,0,Bachelor,Average,10,No,87.1
